"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jul 11 19:23:29 GMT 2023","Tue Jul 11 19:23:29 GMT 2023","4","tests","test_users","TestUsers","","","test_nagative_get_user_profile_object_not_found",""
"broken","Tue Jul 11 19:23:30 GMT 2023","Tue Jul 11 19:23:30 GMT 2023","4","tests","test_users","TestUsers","","","test_delete_token",""
"broken","Tue Jul 11 19:23:31 GMT 2023","Tue Jul 11 19:23:31 GMT 2023","2","tests","test_recipes","TestRecipeCreation","","","test_patch_recipe_user_not_logged",""
"broken","Tue Jul 11 19:23:30 GMT 2023","Tue Jul 11 19:23:30 GMT 2023","3","tests","test_recipes","TestRecipeCreation","","","test_create_recipe",""
"broken","Tue Jul 11 19:23:33 GMT 2023","Tue Jul 11 19:23:33 GMT 2023","2","tests","test_shopping_list","TestShoppingCart","","","test_negative_delete_shopping_cart_not_logged",""
"broken","Tue Jul 11 19:23:33 GMT 2023","Tue Jul 11 19:23:33 GMT 2023","4","tests","test_shopping_list","TestShoppingCart","","","test_delete_shopping_cart",""
"broken","Tue Jul 11 19:23:34 GMT 2023","Tue Jul 11 19:23:34 GMT 2023","1","tests","test_tags","TestTags","","","test_tags_list",""
"broken","Tue Jul 11 19:23:32 GMT 2023","Tue Jul 11 19:23:32 GMT 2023","3","tests","test_favourites","TestRecipeFavorites","","","test_recipe_delete_favorites",""
"broken","Tue Jul 11 19:23:31 GMT 2023","Tue Jul 11 19:23:31 GMT 2023","3","tests","test_favourites","TestRecipeFavorites","","","test_add_recipe_favorites",""
"broken","Tue Jul 11 19:23:31 GMT 2023","Tue Jul 11 19:23:31 GMT 2023","3","tests","test_recipes","TestRecipeCreation","","","test_delete_recipe",""
"broken","Tue Jul 11 19:23:30 GMT 2023","Tue Jul 11 19:23:30 GMT 2023","1","tests","test_users","TestUsers","","","test_negative_delete_token_user_not_logged",""
"broken","Tue Jul 11 19:23:29 GMT 2023","Tue Jul 11 19:23:29 GMT 2023","2","tests","test_users","TestUsers","","","test_negative_changing_password_user_not_logged",""
"broken","Tue Jul 11 19:23:29 GMT 2023","Tue Jul 11 19:23:29 GMT 2023","2","tests","test_users","TestUsers","","","test_negative_get_user_profile_not_logged",""
"broken","Tue Jul 11 19:23:33 GMT 2023","Tue Jul 11 19:23:33 GMT 2023","4","tests","test_shopping_list","TestShoppingCart","","","test_add_shopping_cart",""
"broken","Tue Jul 11 19:23:33 GMT 2023","Tue Jul 11 19:23:33 GMT 2023","2","tests","test_shopping_list","TestShoppingCart","","","test_negative_download_shopping_cart_not_logged",""
"broken","Tue Jul 11 19:23:28 GMT 2023","Tue Jul 11 19:23:28 GMT 2023","2","tests","test_users","TestUsers","","","test_negative_user_registration",""
"broken","Tue Jul 11 19:23:33 GMT 2023","Tue Jul 11 19:23:33 GMT 2023","3","tests","test_shopping_list","TestShoppingCart","","","test_download_shopping_cart",""
"broken","Tue Jul 11 19:23:30 GMT 2023","Tue Jul 11 19:23:30 GMT 2023","2","tests","test_recipes","TestRecipeCreation","","","test_negative_create_recipe_user_not_logged",""
"broken","Tue Jul 11 19:23:30 GMT 2023","Tue Jul 11 19:23:30 GMT 2023","1","tests","test_recipes","TestRecipeCreation","","","test_recipes_list",""
"broken","Tue Jul 11 19:23:31 GMT 2023","Tue Jul 11 19:23:31 GMT 2023","3","tests","test_recipes","TestRecipeCreation","","","test_patch_recipe",""
"broken","Tue Jul 11 19:23:29 GMT 2023","Tue Jul 11 19:23:29 GMT 2023","2","tests","test_users","TestUsers","","","test_negative_get_current_user",""
"broken","Tue Jul 11 19:23:29 GMT 2023","Tue Jul 11 19:23:29 GMT 2023","2","tests","test_users","TestUsers","","","test_get_current_user",""
"broken","Tue Jul 11 19:23:32 GMT 2023","Tue Jul 11 19:23:32 GMT 2023","1","tests","test_subscription","TestSubscriptions","","","test_get_subscriptions_user_not_logged",""
"broken","Tue Jul 11 19:23:32 GMT 2023","Tue Jul 11 19:23:32 GMT 2023","3","tests","test_subscription","TestSubscriptions","","","test_get_subscriptions",""
"broken","Tue Jul 11 19:23:30 GMT 2023","Tue Jul 11 19:23:30 GMT 2023","4","tests","test_recipes","TestRecipeCreation","","","test_negative_create_recipe_validation_error",""
"broken","Tue Jul 11 19:23:33 GMT 2023","Tue Jul 11 19:23:33 GMT 2023","2","tests","test_subscription","TestSubscriptions","","","test_unsubscribe_error",""
"broken","Tue Jul 11 19:23:31 GMT 2023","Tue Jul 11 19:23:31 GMT 2023","3","tests","test_recipes","TestRecipeCreation","","","test_negative_patch_recipe_validation_error",""
"broken","Tue Jul 11 19:23:34 GMT 2023","Tue Jul 11 19:23:34 GMT 2023","2","tests","test_tags","TestTags","","","test_negative_tags_not_found",""
"broken","Tue Jul 11 19:23:30 GMT 2023","Tue Jul 11 19:23:30 GMT 2023","2","tests","test_recipes","TestRecipeCreation","","","test_get_recipe",""
